Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
0.4729190115431414,0.9784921095801632,-0.853390877068918,0.25371130953832366,1.7803355189521382,-0.8908223715622926,1.5223713162072323,-0.10874394890761696,-0.7884763251069985,-0.6601320396132047,2.019543577957564,-0.4318656463623108,1.1180863116664626,2
1.362944405415047,-1.0219806477837263,-0.853390877068918,-0.7460867998779368,0.9973762482121091,-1.7176935833500317,-0.6568699694706251,-0.9995505440686434,-0.7884763251069985,-0.6601320396132047,-0.49516138741177135,-0.4318656463623108,1.2423744574038993,1
-1.30713177620067,-1.0219806477837263,1.0916410218818697,1.2535094189545841,-0.9840451409833825,1.3535423461472853,-0.6568699694706251,-0.10874394890761696,-0.7884763251069985,-0.6601320396132047,-0.49516138741177135,-0.4318656463623108,-1.9602771889382216,4
0.4729190115431414,0.9784921095801632,-0.853390877068918,1.2535094189545841,0.04544516505111627,-0.06395115977455339,-0.6568699694706251,0.7820626462534095,1.2682688980728711,-0.6601320396132047,-0.49516138741177135,-0.4318656463623108,0.16178970455436958,3
0.4729190115431414,0.9784921095801632,-0.853390877068918,0.25371130953832366,-0.9023114520899039,0.2904222167059063,1.5223713162072323,0.7820626462534095,-0.7884763251069985,-0.6601320396132047,-0.49516138741177135,-0.4318656463623108,-0.6755727871499934,4
1.362944405415047,-1.0219806477837263,-0.853390877068918,-0.7460867998779368,-0.27970406053170993,-1.7176935833500317,-0.6568699694706251,-0.9995505440686434,1.2682688980728711,-0.6601320396132047,-0.49516138741177135,-0.4318656463623108,1.2874787000437125,1
-1.30713177620067,-1.0219806477837263,0.11912507240647588,-0.7460867998779368,1.0315125413772945,-0.536448995081833,-0.6568699694706251,0.7820626462534095,-0.7884763251069985,1.5148484545393923,-0.49516138741177135,-0.4318656463623108,0.9203101403015941,2
-1.30713177620067,0.9784921095801632,0.11912507240647588,2.2533075283708444,1.000161348151086,0.8810445108400057,1.5223713162072323,-0.9995505440686434,1.2682688980728711,-0.6601320396132047,-0.49516138741177135,-0.4318656463623108,-0.5967921020958057,4
0.4729190115431414,-1.0219806477837263,-0.853390877068918,-1.7458849092941973,-0.9218612895351413,-1.599569124523212,-0.6568699694706251,-0.10874394890761696,-0.7884763251069985,1.5148484545393923,-0.49516138741177135,2.3155349549638786,1.0827008929211555,2
-0.41710638232876435,0.9784921095801632,-0.853390877068918,-0.7460867998779368,1.534518708607826,-1.7176935833500317,-0.6568699694706251,0.7820626462534095,1.2682688980728711,-0.6601320396132047,-0.49516138741177135,-0.4318656463623108,1.822243265286167,0
0.4729190115431414,-1.0219806477837263,-0.853390877068918,-0.7460867998779368,0.3679266916912635,-0.41832453625501304,-0.6568699694706251,-0.9995505440686434,-0.7884763251069985,-0.6601320396132047,-0.49516138741177135,-0.4318656463623108,0.26338215408197463,3
0.4729190115431414,-1.0219806477837263,-0.853390877068918,-0.7460867998779368,-0.38458294638771384,0.0541732990522665,-0.6568699694706251,-0.10874394890761696,-0.7884763251069985,-0.6601320396132047,-0.49516138741177135,2.3155349549638786,-0.37880352921992977,4
